TS,ID,Count,AVG_Last_value
1636070400000,GDS.FR,22.600000000000005,3
1636070400000,GOE.FR,15.62285714285715,105
1636070400000,GLE.FR,29.9339941201177,2381
1636070400000,GNFT.FR,3.11915789473684,95
1636070400000,GLE.FR,30.0802490996398,1666
1636070400000,GENX.FR,8.9,4
1636070400000,GNFT.FR,3.190842105263158,19
1636070400000,GAM.FR,103.0,1
1636070400000,GBT.FR,37.35000000000001,21
1636070400000,GNE.FR,96.13999999999999,3
1636070400000,GDS.FR,22.3,1
1636070400000,GID.FR,1.1809999999999998,5
1636070400000,GOE.FR,16.193999999999996,20
1636070400000,GLO.FR,19.65032258064516,31
1636070400000,GET.FR,13.717030905077163,453
1636070400000,GFC.FR,121.7225352112669,284
1636070400000,GLE.FR,29.416604095563407,1465
1636070400000,GNE.FR,96.075,2
1636070400000,GDS.FR,21.933333333333337,12
1636070400000,GAM.FR,101.85,10
1636070400000,GLO.FR,19.796923076923072,13
1636070400000,GOE.FR,16.105853658536585,41
1636070400000,GNFT.FR,3.185857142857142,14
1636070400000,GNRO.FR,3.81,3
1636070400000,GID.FR,1.1675,6
1636070400000,GET.FR,13.723481595091979,326
1636070400000,GFC.FR,121.99646017699129,226
1636070400000,GLE.FR,29.49326208178444,1614
1636070400000,GDS.FR,22.066666666666666,3
1636070400000,GENX.FR,8.893333333333333,3
1636070400000,GBT.FR,37.166666666666664,3
1636070400000,GNFT.FR,3.1799999999999997,17
1636070400000,GLO.FR,19.735999999999997,20
1636070400000,GNE.FR,96.096,10
1636070400000,GID.FR,1.1675,4
1636070400000,GET.FR,13.752032786885279,305
1636070400000,GOE.FR,16.082857142857147,28
1636070400000,GFC.FR,121.5683628318584,226
1636070400000,GLE.FR,29.415871970495317,1898
1636070400000,GNE.FR,97.48,1
1636070400000,GPE.FR,30.0,1
1636070400000,GENX.FR,8.9,1
1636070400000,GNRO.FR,3.8366666666666664,3
1636070400000,GBT.FR,37.425,4
1636070400000,GID.FR,1.1624999999999999,6
1636070400000,GDS.FR,22.1,1
1636070400000,GAM.FR,101.1,5
1636070400000,GOE.FR,15.99047619047619,21
1636070400000,GFC.FR,121.90436507936512,126
1636070400000,GNFT.FR,3.147555555555556,36
1636070400000,GLO.FR,19.648108108108108,37
1636070400000,GET.FR,13.773560606060604,132
1636070400000,GLE.FR,29.433273572377253,2259
1636070400000,GBT.FR,37.46666666666666,12
1636070400000,GOE.FR,15.921904761904754,42
1636070400000,GEA.FR,100.4,5
1636070400000,GAM.FR,100.5,1
1636070400000,GID.FR,1.1670833333333337,12
1636070400000,GLO.FR,19.389411764705883,17
1636070400000,GENX.FR,8.896,5
1636070400000,GNFT.FR,3.161238095238095,21
1636070400000,GPE.FR,30.0,1
1636070400000,GDS.FR,22.3,1
1636070400000,GLE.FR,29.490964083175903,1058
1636070400000,GNE.FR,97.40000000000002,6
1636070400000,GPE.FR,29.380000000000006,10
1636070400000,GNE.FR,96.62500000000001,16
1636070400000,GBT.FR,37.17777777777778,9
1636070400000,GFC.FR,122.58484848484846,66
1636070400000,GID.FR,1.1573684210526316,19
1636070400000,GNFT.FR,3.14725,8
1636070400000,GET.FR,13.798804347826085,92
1636070400000,GOE.FR,15.9575,16
1636070400000,GLO.FR,19.412,5
1636070400000,GLE.FR,29.632205479452196,1460
1636070400000,GALIM.FR,16.8,1
1636070400000,GAM.FR,100.5,1
1636070400000,GDS.FR,22.4,1
1636070400000,GNE.FR,97.46,1
1636070400000,GLO.FR,19.402000000000005,10
1636070400000,GOE.FR,15.928571428571429,7
1636070400000,GID.FR,1.1613461538461536,52
1636070400000,GFC.FR,122.73333333333333,129
1636070400000,GBT.FR,37.30555555555555,9
1636070400000,GNRO.FR,3.84,3
1636070400000,GET.FR,13.791499999999992,110
1636070400000,GNFT.FR,3.1561176470588235,17
1636070400000,GLE.FR,29.540593797276777,1322
1636070400000,GENX.FR,8.9,1
1636070400000,GNE.FR,97.18166666666667,6
1636070400000,GNFT.FR,3.156133333333335,30
1636070400000,GNRO.FR,3.8374999999999995,4
1636070400000,GBT.FR,37.28421052631578,38
1636070400000,GOE.FR,15.964444444444446,9
1636070400000,GLO.FR,19.41117647058823,34
1636070400000,GET.FR,13.812403314917148,181
1636070400000,GLE.FR,29.467047493403673,1895
1636070400000,GAM.FR,101.21428571428571,7
1636070400000,GFC.FR,122.49146341463418,82
1636070400000,GDS.FR,22.4,1
1636070400000,GEA.FR,100.75,4
1636070400000,GBT.FR,37.583333333333336,15
1636070400000,GNFT.FR,3.1808666666666667,60
1636070400000,GOE.FR,15.961935483870967,31
1636070400000,GAM.FR,101.75,8
1636070400000,GENX.FR,8.9,6
1636070400000,GLO.FR,19.564999999999998,48
1636070400000,GPE.FR,30.0,9
1636070400000,GFC.FR,122.74896551724134,145
1636070400000,GNE.FR,96.76181818181819,11
1636070400000,GET.FR,13.780914489311149,421
1636070400000,GLE.FR,29.710548496399873,2361
1636070400000,GNRO.FR,3.8839999999999995,5
1636070400000,GDS.FR,22.666666666666668,3
1636070400000,GENX.FR,8.9,5
1636070400000,GID.FR,1.2175,4
1636070400000,GLO.FR,19.512499999999996,24
1636070400000,GNE.FR,97.04499999999999,10
