TS,ID,Count,AVG_Last_value
1636362000000,GDS.FR,22.600000000000005,3
1636362000000,GOE.FR,15.62285714285715,105
1636362000000,GLE.FR,29.9339941201177,2381
1636362000000,GNFT.FR,3.11915789473684,95
1636362000000,GID.FR,1.2345454545454544,11
1636362000000,GNRO.FR,3.86,6
1636362000000,GBT.FR,37.71515151515152,33
1636362000000,GPE.FR,30.0,5
1636362000000,GFC.FR,124.39405405405394,185
1636362000000,GAM.FR,103.0,1
1636362000000,GLO.FR,19.78227848101265,79
1636362000000,GENX.FR,9.004,10
1636362000000,GET.FR,13.861870967741945,310
1636362000000,GEA.FR,103.0,1
1636362000000,GNE.FR,91.41052631578948,19
1636365600000,GFC.FR,123.31500000000004,100
1636365600000,GNE.FR,93.94888888888889,9
1636365600000,GET.FR,13.862708333333327,120
1636365600000,GPE.FR,29.866666666666664,3
1636365600000,GLO.FR,19.66625,16
1636365600000,GOE.FR,15.972972972972967,74
1636365600000,GAM.FR,103.0,1
1636365600000,GNFT.FR,3.147230769230769,13
1636365600000,GLE.FR,30.0802490996398,1666
1636365600000,GBT.FR,37.86071428571428,14
1636369200000,GNE.FR,93.985,2
1636369200000,GLE.FR,30.162361684558206,1211
1636369200000,GFC.FR,123.12647058823532,68
1636369200000,GBT.FR,38.0,3
1636369200000,GOO3.FR,107.4324,1
1636369200000,GOE.FR,15.974545454545456,66
1636369200000,GALIM.FR,16.8,1
1636369200000,GID.FR,1.2158333333333333,6
1636369200000,GNRO.FR,3.87,1
1636369200000,GLO.FR,19.619999999999997,11
1636369200000,GET.FR,13.8963846153846,65
1636369200000,GNFT.FR,3.161238095238095,21
1636372800000,GNFT.FR,3.150444444444444,9
1636372800000,GLE.FR,30.19479927007299,1370
1636372800000,GOE.FR,15.88675675675675,74
1636372800000,GID.FR,1.215,1
1636372800000,GNE.FR,94.0,1
1636372800000,GFC.FR,123.26542056074767,107
1636372800000,GDS.FR,22.1,1
1636372800000,GBT.FR,37.792307692307695,13
1636372800000,GET.FR,13.972292682926836,205
1636372800000,GLO.FR,19.537647058823527,17
1636376400000,GET.FR,14.020844155844163,154
1636376400000,GLE.FR,30.120243217960788,1069
1636376400000,GFC.FR,123.38617021276593,47
1636376400000,GBT.FR,37.86707317073171,41
1636376400000,GDS.FR,22.5,2
1636376400000,GNE.FR,94.0,4
1636376400000,GENX.FR,9.013333333333334,3
1636376400000,GLO.FR,19.645,4
1636376400000,GNFT.FR,3.1639999999999997,2
1636376400000,GOE.FR,16.031228070175434,57
1636380000000,GPE.FR,30.0,1
1636380000000,GLE.FR,30.063590146750574,954
1636380000000,GLO.FR,19.58888888888889,18
1636380000000,GID.FR,1.2,3
1636380000000,GENX.FR,8.995000000000001,8
1636380000000,GET.FR,13.993046875000006,64
1636380000000,GNFT.FR,3.1628387096774198,31
1636380000000,GDS.FR,22.2,1
1636380000000,GNE.FR,94.405,2
1636380000000,GFC.FR,123.33209876543208,81
1636380000000,GOE.FR,16.063157894736843,38
1636380000000,GBT.FR,38.08055555555557,18
1636383600000,GLO.FR,19.525,4
1636383600000,GFC.FR,123.31999999999987,130
